Date,SP500,RSL,DJIA,NDQ
1996-05-01,5575.22021484375,654.5800170898438,673.3599853515625,350.2799987792969
1996-05-02,5498.27001953125,643.3800048828125,656.72998046875,345.94000244140625
1996-05-03,5478.02978515625,641.6300048828125,661.0700073242188,346.8500061035156
1996-05-06,5464.31005859375,640.8099975585938,662.9299926757812,346.8699951171875
1996-05-07,5420.9501953125,638.260009765625,660.8200073242188,345.6600036621094
1996-05-08,5474.06005859375,644.77001953125,663.530029296875,345.19000244140625
1996-05-09,5475.14013671875,645.4400024414062,662.5399780273438,347.6300048828125
1996-05-10,5518.14013671875,652.0900268554688,672.5399780273438,351.1499938964844
1996-05-13,5582.60009765625,661.510009765625,688.52001953125,354.5
1996-05-14,5624.7099609375,665.5999755859375,695.4299926757812,357.4599914550781
1996-05-15,5625.43994140625,665.4199829101562,690.1599731445312,358.1099853515625
1996-05-16,5635.0498046875,664.8499755859375,695.25,358.760009765625
1996-05-17,5687.5,668.9099731445312,690.8099975585938,360.6300048828125
1996-05-20,5748.81982421875,673.1500244140625,693.27001953125,363.07000732421875
1996-05-21,5736.259765625,672.760009765625,687.8599853515625,363.0400085449219
1996-05-22,5778.0,678.4199829101562,688.4299926757812,364.6099853515625
1996-05-23,5762.1201171875,676.0,692.0900268554688,364.3900146484375
1996-05-24,5762.85986328125,678.510009765625,688.9099731445312,364.5899963378906
1996-05-28,5709.669921875,672.22998046875,685.0700073242188,361.57000732421875
1996-05-29,5673.830078125,667.9299926757812,677.0900268554688,359.1099853515625
1996-05-30,5693.41015625,671.7000122070312,684.0399780273438,360.3399963378906
1996-05-31,5643.18017578125,669.1199951171875,692.3900146484375,361.8500061035156
1996-06-03,5624.7099609375,667.6799926757812,689.25,361.44000244140625
1996-06-04,5665.7099609375,672.5599975585938,692.5900268554688,362.6600036621094
1996-06-05,5697.47998046875,678.4400024414062,699.3499755859375,363.5899963378906
1996-06-06,5667.18994140625,673.030029296875,687.010009765625,361.19000244140625
1996-06-07,5697.10986328125,673.3099975585938,691.4600219726562,358.8399963378906
1996-06-10,5687.8701171875,672.1599731445312,688.8400268554688,359.739990234375
1996-06-11,5668.66015625,670.969970703125,690.9400024414062,359.4100036621094
1996-06-12,5668.2900390625,669.0399780273438,697.1599731445312,359.6499938964844
1996-06-13,5657.9501953125,667.9199829101562,691.8400268554688,357.3999938964844
1996-06-14,5649.4501953125,665.8499755859375,681.1300048828125,355.0799865722656
1996-06-17,5652.77978515625,665.1599731445312,678.4400024414062,353.92999267578125
1996-06-18,5628.02978515625,662.0599975585938,666.0700073242188,349.04998779296875
1996-06-19,5648.35009765625,661.9600219726562,667.719970703125,347.20001220703125
1996-06-20,5659.43017578125,662.0999755859375,664.4500122070312,344.1600036621094
1996-06-21,5705.22998046875,666.8400268554688,672.530029296875,345.2099914550781
1996-06-24,5717.7900390625,668.8499755859375,677.1699829101562,346.82000732421875
1996-06-25,5719.27001953125,668.47998046875,668.0399780273438,344.44000244140625
1996-06-26,5682.7001953125,664.3900146484375,659.6900024414062,339.80999755859375
1996-06-27,5677.52978515625,668.5499877929688,671.1500244140625,341.95001220703125
1996-06-28,5654.6298828125,670.6300048828125,677.2999877929688,346.6099853515625
1996-07-01,5729.97998046875,675.8800048828125,687.0700073242188,347.7200012207031
1996-07-02,5720.3798828125,673.6099853515625,680.1699829101562,346.94000244140625
1996-07-03,5703.02001953125,672.4000244140625,673.8400268554688,344.79998779296875
1996-07-05,5588.14013671875,657.4400024414062,657.6799926757812,339.7799987792969
1996-07-08,5550.830078125,652.5399780273438,656.0,336.67999267578125
1996-07-09,5581.85986328125,654.75,660.760009765625,336.44000244140625
1996-07-10,5603.64990234375,656.0599975585938,657.4500122070312,332.7099914550781
1996-07-11,5520.5400390625,645.6699829101562,635.780029296875,324.5799865722656
1996-07-12,5510.56005859375,646.1900024414062,635.0599975585938,323.69000244140625
1996-07-15,5349.509765625,629.7999877929688,606.8900146484375,314.7200012207031
1996-07-16,5358.759765625,628.3699951171875,614.25,310.1199951171875
1996-07-17,5376.8798828125,634.0700073242188,631.2999877929688,318.19000244140625
1996-07-18,5464.18017578125,643.5599975585938,643.739990234375,322.9200134277344
1996-07-19,5426.81982421875,638.72998046875,633.0499877929688,321.5400085449219
1996-07-22,5390.93994140625,633.77001953125,624.030029296875,317.6499938964844
1996-07-23,5346.5498046875,626.8699951171875,598.3400268554688,311.7200012207031
1996-07-24,5354.68994140625,626.6500244140625,605.0499877929688,307.7699890136719
1996-07-25,5422.009765625,631.1699829101562,620.3900146484375,311.5799865722656
1996-07-26,5473.06005859375,635.9000244140625,633.3900146484375,314.57000732421875
1996-07-29,5434.58984375,630.9099731445312,620.510009765625,313.1199951171875
1996-07-30,5481.93017578125,635.260009765625,630.3200073242188,313.5400085449219
1996-07-31,5528.91015625,639.9500122070312,636.010009765625,316.0
1996-08-01,5594.75,650.02001953125,651.0700073242188,319.4200134277344
1996-08-02,5679.830078125,662.489990234375,667.8400268554688,324.4100036621094
1996-08-05,5674.27978515625,660.22998046875,661.02001953125,324.739990234375
1996-08-06,5696.10986328125,662.3800048828125,671.6900024414062,325.29998779296875
1996-08-07,5718.669921875,664.1599731445312,682.3699951171875,327.54998779296875
1996-08-08,5713.490234375,662.5900268554688,677.52001953125,327.3500061035156
1996-08-09,5681.31005859375,662.0999755859375,678.3099975585938,327.44000244140625
1996-08-12,5704.97998046875,665.77001953125,679.3900146484375,327.3699951171875
1996-08-13,5647.27978515625,660.2000122070312,669.0999755859375,325.6300048828125
1996-08-14,5666.89990234375,662.0499877929688,677.1699829101562,326.7200012207031
1996-08-15,5665.77978515625,662.280029296875,677.0900268554688,327.67999267578125
1996-08-16,5689.4501953125,665.2100219726562,672.280029296875,328.9100036621094
1996-08-19,5699.43994140625,666.5800170898438,670.25,329.3399963378906
1996-08-20,5721.259765625,665.6900024414062,662.8699951171875,329.20001220703125
1996-08-21,5689.81982421875,665.0700073242188,667.4199829101562,328.94000244140625
1996-08-22,5733.47021484375,670.6799926757812,681.6300048828125,331.4100036621094
1996-08-23,5722.740234375,667.030029296875,677.5700073242188,331.7699890136719
1996-08-26,5693.89013671875,663.8800048828125,672.9199829101562,331.5199890136719
1996-08-27,5711.27001953125,666.4000244140625,679.0499877929688,333.75
1996-08-28,5712.3798828125,664.8099975585938,679.6699829101562,335.6099853515625
1996-08-29,5647.64990234375,657.4000244140625,671.0999755859375,334.510009765625
1996-08-30,5616.2099609375,651.989990234375,663.5700073242188,333.8800048828125
1996-09-03,5648.39013671875,654.719970703125,669.2899780273438,333.3800048828125
1996-09-04,5656.89990234375,655.6099853515625,669.2000122070312,334.55999755859375
1996-09-05,5606.9599609375,649.4400024414062,652.3200073242188,331.5899963378906
1996-09-06,5659.85986328125,655.6799926757812,664.219970703125,334.1000061035156
1996-09-09,5733.83984375,663.760009765625,671.97998046875,335.6300048828125
1996-09-10,5727.18017578125,663.8099975585938,671.6500244140625,336.2799987792969
1996-09-11,5754.919921875,667.280029296875,675.1199951171875,336.70001220703125
1996-09-12,5771.93994140625,671.1500244140625,685.6500244140625,338.1400146484375
1996-09-13,5838.52001953125,680.5399780273438,707.8599853515625,340.7900085449219
1996-09-16,5889.2001953125,683.97998046875,709.219970703125,342.2900085449219
1996-09-17,5888.830078125,682.9400024414062,722.5,342.25
1996-09-18,5877.35986328125,681.469970703125,727.6300048828125,341.5799865722656
1996-09-19,5867.740234375,683.0,736.760009765625,341.3299865722656
1996-09-20,5888.4599609375,687.030029296875,743.4199829101562,342.82000732421875
1996-09-23,5894.740234375,686.47998046875,733.4099731445312,341.5899963378906
1996-09-24,5874.02978515625,685.6099853515625,736.6099853515625,342.6600036621094
1996-09-25,5877.35986328125,685.8300170898438,745.6900024414062,343.7200012207031
1996-09-26,5868.85009765625,685.8599853515625,744.6099853515625,345.0
1996-09-27,5872.919921875,686.1900024414062,744.72998046875,345.5199890136719
1996-09-30,5882.169921875,687.3300170898438,737.5700073242188,346.3900146484375
1996-10-01,5904.89990234375,689.0800170898438,734.5,345.3299865722656
1996-10-02,5933.97021484375,694.010009765625,747.5499877929688,348.19000244140625
1996-10-03,5932.85009765625,692.780029296875,743.280029296875,347.239990234375
1996-10-04,5992.85986328125,701.4600219726562,759.1199951171875,349.29998779296875
1996-10-07,5979.81005859375,703.3400268554688,764.8200073242188,348.8299865722656
1996-10-08,5966.77001953125,700.6400146484375,753.239990234375,347.3599853515625
1996-10-09,5930.6201171875,696.739990234375,753.969970703125,346.1000061035156
1996-10-10,5921.669921875,694.6099853515625,751.4400024414062,346.6400146484375
1996-10-11,5969.3798828125,700.6599731445312,765.6400146484375,347.8900146484375
1996-10-14,6010.0,703.5399780273438,771.989990234375,349.0
1996-10-15,6004.77978515625,702.5700073242188,775.0800170898438,349.010009765625
1996-10-16,6020.81005859375,704.4099731445312,767.6400146484375,348.3599853515625
1996-10-17,6059.2001953125,706.989990234375,755.7999877929688,348.20001220703125
1996-10-18,6094.22998046875,710.8200073242188,756.8300170898438,347.8500061035156
1996-10-21,6090.8701171875,709.8499755859375,746.280029296875,346.1000061035156
1996-10-22,6061.7998046875,706.5700073242188,736.6400146484375,342.82000732421875
1996-10-23,6036.4599609375,707.27001953125,749.7000122070312,342.92999267578125
1996-10-24,5992.47998046875,702.2899780273438,748.4099731445312,343.0799865722656
1996-10-25,6007.02001953125,700.9199829101562,743.5499877929688,342.9700012207031
1996-10-28,5972.72998046875,697.260009765625,741.6400146484375,340.1000061035156
1996-10-29,6007.02001953125,701.5,731.2100219726562,338.04998779296875
1996-10-30,5993.22998046875,700.9000244140625,736.3599853515625,338.17999267578125
1996-10-31,6029.3798828125,705.27001953125,751.989990234375,340.57000732421875
1996-11-01,6021.93017578125,703.77001953125,755.510009765625,339.760009765625
1996-11-04,6041.68017578125,706.72998046875,756.22998046875,339.9100036621094
1996-11-05,6081.18017578125,714.1400146484375,769.9099731445312,339.8599853515625
1996-11-06,6177.7099609375,724.5900268554688,786.9000244140625,342.44000244140625
1996-11-07,6206.0400390625,727.6500244140625,795.4199829101562,344.2900085449219
1996-11-08,6219.81982421875,730.8200073242188,798.6599731445312,344.55999755859375
1996-11-11,6255.60009765625,731.8699951171875,804.719970703125,345.70001220703125
1996-11-12,6266.0400390625,729.5599975585938,794.0900268554688,346.1300048828125
1996-11-13,6274.240234375,731.1300048828125,798.7000122070312,346.1099853515625
1996-11-14,6313.0,735.8800048828125,809.75,347.260009765625
1996-11-15,6348.02978515625,737.6199951171875,799.4400024414062,346.5199890136719
1996-11-18,6346.91015625,737.02001953125,793.2899780273438,345.94000244140625
1996-11-19,6397.60009765625,742.1599731445312,805.780029296875,346.95001220703125
1996-11-20,6430.02001953125,743.9500122070312,808.3900146484375,347.5299987792969
1996-11-21,6418.47021484375,742.75,800.469970703125,347.17999267578125
1996-11-22,6471.759765625,748.72998046875,818.3699951171875,349.9200134277344
1996-11-25,6547.7900390625,757.030029296875,821.239990234375,352.2900085449219
1996-11-26,6528.41015625,755.9600219726562,825.510009765625,351.3800048828125
1996-11-27,6499.33984375,755.0,832.3699951171875,352.6700134277344
1996-11-29,6521.7001953125,757.02001953125,834.010009765625,354.1099853515625
1996-12-02,6521.7001953125,756.5599975585938,844.6300048828125,355.3399963378906
1996-12-03,6442.68994140625,748.280029296875,837.9099731445312,357.8299865722656
1996-12-04,6422.93994140625,745.0999755859375,834.6500244140625,358.1000061035156
1996-12-05,6437.10009765625,744.3800048828125,835.7999877929688,359.04998779296875
1996-12-06,6381.93994140625,739.5999755859375,827.2100219726562,355.5
1996-12-09,6463.93994140625,749.760009765625,856.6400146484375,360.489990234375
1996-12-10,6473.25,747.5399780273438,848.9600219726562,361.29998779296875
1996-12-11,6402.52001953125,740.72998046875,856.3800048828125,357.70001220703125
1996-12-12,6303.7099609375,729.2999877929688,843.3699951171875,356.3800048828125
1996-12-13,6304.8701171875,728.6400146484375,828.4500122070312,354.17999267578125
1996-12-16,6268.35009765625,720.97998046875,804.780029296875,350.4800109863281
1996-12-17,6308.330078125,726.0399780273438,815.7899780273438,350.1300048828125
1996-12-18,6346.77001953125,731.5399780273438,836.5399780273438,353.0799865722656
1996-12-19,6473.64013671875,745.760009765625,843.72998046875,356.1000061035156
1996-12-20,6484.39990234375,748.8699951171875,834.0499877929688,356.7099914550781
1996-12-23,6489.02001953125,746.9199829101562,824.7899780273438,355.4200134277344
1996-12-24,6522.85009765625,751.030029296875,835.4000244140625,355.8699951171875
1996-12-26,6546.68017578125,755.8200073242188,842.97998046875,357.7200012207031
1996-12-27,6560.91015625,756.7899780273438,835.4600219726562,359.1700134277344
1996-12-30,6549.3701171875,753.8499755859375,826.489990234375,359.989990234375
1996-12-31,6448.27001953125,740.739990234375,821.3599853515625,362.6099853515625
1997-01-02,6442.490234375,737.010009765625,815.5999755859375,358.9599914550781
1997-01-03,6544.08984375,748.030029296875,848.1699829101562,361.8500061035156
1997-01-06,6567.18017578125,747.6500244140625,853.25,362.30999755859375
1997-01-07,6600.66015625,753.22998046875,864.5499877929688,364.1600036621094
1997-01-08,6549.47998046875,748.4099731445312,853.0900268554688,364.1700134277344
1997-01-09,6625.669921875,754.8499755859375,856.9500122070312,365.5899963378906
1997-01-10,6703.7900390625,759.5,865.5800170898438,366.0899963378906
1997-01-13,6709.18017578125,759.510009765625,864.3800048828125,365.8500061035156
1997-01-14,6762.2900390625,768.8599853515625,881.3800048828125,367.5199890136719
1997-01-15,6726.8798828125,767.2000122070312,864.2899780273438,367.19000244140625
1997-01-16,6765.3701171875,769.75,873.6300048828125,366.9200134277344
1997-01-17,6833.10009765625,776.1699829101562,883.4400024414062,367.8800048828125
1997-01-20,6843.8701171875,776.7000122070312,899.780029296875,369.3500061035156
1997-01-21,6883.89990234375,782.719970703125,913.72998046875,370.32000732421875
1997-01-22,6850.02978515625,786.22998046875,925.52001953125,370.6499938964844
1997-01-23,6755.75,777.5599975585938,912.739990234375,370.4599914550781
1997-01-24,6696.47998046875,770.52001953125,898.3699951171875,368.1400146484375
1997-01-27,6660.68994140625,765.02001953125,889.8200073242188,365.5199890136719
1997-01-28,6656.080078125,765.02001953125,890.7899780273438,366.4700012207031
1997-01-29,6740.740234375,772.5,892.4600219726562,366.25
1997-01-30,6823.85986328125,784.1699829101562,911.7100219726562,368.2900085449219
1997-01-31,6813.08984375,786.1599731445312,921.5499877929688,369.45001220703125
1997-02-03,6806.16015625,786.72998046875,918.010009765625,369.5299987792969
1997-02-04,6833.47998046875,789.260009765625,916.2999877929688,368.32000732421875
1997-02-05,6746.89990234375,778.280029296875,887.3900146484375,365.489990234375
1997-02-06,6773.06005859375,780.1500244140625,885.52001953125,365.4800109863281
1997-02-07,6855.7998046875,789.5599975585938,899.8400268554688,366.75
1997-02-10,6806.5400390625,785.4299926757812,872.0599975585938,364.1499938964844
1997-02-11,6858.10986328125,789.5900268554688,871.7100219726562,362.75
1997-02-12,6961.6298828125,802.77001953125,900.5,365.3999938964844
1997-02-13,7022.43994140625,811.8200073242188,907.5399780273438,368.17999267578125
1997-02-14,6988.9599609375,808.47998046875,899.9099731445312,369.1300048828125
1997-02-18,7067.4599609375,816.2899780273438,897.530029296875,370.04998779296875
1997-02-19,7020.1298828125,812.489990234375,897.6500244140625,370.1700134277344
1997-02-20,6927.3798828125,802.7999877929688,880.280029296875,367.55999755859375
1997-02-21,6931.6201171875,801.77001953125,864.280029296875,366.3699951171875
1997-02-24,7008.2001953125,810.280029296875,880.260009765625,366.45001220703125
1997-02-25,7037.830078125,812.030029296875,882.0399780273438,366.7900085449219
1997-02-26,6983.18017578125,805.6799926757812,880.739990234375,363.8500061035156
1997-02-27,6925.06982421875,795.0700073242188,848.5800170898438,361.1499938964844
1997-02-28,6877.740234375,790.8200073242188,850.4600219726562,360.04998779296875
1997-03-03,6918.919921875,795.3099975585938,856.0800170898438,360.489990234375
1997-03-04,6852.72021484375,790.9500122070312,862.0399780273438,361.9100036621094
1997-03-05,6945.85009765625,801.989990234375,872.0700073242188,363.92999267578125
1997-03-06,6944.7001953125,798.5599975585938,851.510009765625,363.79998779296875
1997-03-07,7000.89013671875,804.969970703125,841.030029296875,365.4599914550781
1997-03-10,7079.39013671875,813.6500244140625,854.8400268554688,367.0899963378906
1997-03-11,7085.16015625,811.3400268554688,848.5,367.8699951171875
1997-03-12,7039.3701171875,804.260009765625,839.3200073242188,364.3999938964844
1997-03-13,6878.89013671875,789.5599975585938,840.5,360.05999755859375
1997-03-14,6935.4599609375,793.1699829101562,838.97998046875,361.0400085449219
1997-03-17,6955.47998046875,795.7100219726562,832.239990234375,357.3699951171875
1997-03-18,6896.56005859375,789.6599731445312,827.5700073242188,354.92999267578125
1997-03-19,6877.68017578125,785.77001953125,811.7999877929688,351.7900085449219
1997-03-20,6820.27978515625,782.6500244140625,821.72998046875,352.30999755859375
1997-03-21,6804.7900390625,784.0999755859375,812.72998046875,351.7300109863281
1997-03-24,6905.25,790.8900146484375,802.3699951171875,349.4800109863281
1997-03-25,6876.169921875,789.0700073242188,807.1900024414062,350.70001220703125
1997-03-26,6880.7001953125,790.5,834.3800048828125,352.30999755859375
1997-03-27,6740.58984375,773.8800048828125,818.739990234375,348.95001220703125
1997-03-31,6583.47998046875,757.1199951171875,797.0599975585938,342.55999755859375
1997-04-01,6611.0498046875,759.6400146484375,796.7899780273438,340.8800048828125
1997-04-02,6517.0,750.1099853515625,783.9199829101562,337.7900085449219
1997-04-03,6477.39990234375,750.3200073242188,804.6699829101562,336.3800048828125
1997-04-04,6526.10009765625,757.9000244140625,822.4000244140625,340.8399963378906
1997-04-07,6555.89990234375,762.1300048828125,832.3099975585938,344.9100036621094
1997-04-08,6609.2001953125,766.1199951171875,840.3599853515625,345.9700012207031
1997-04-09,6563.7998046875,760.5999755859375,828.72998046875,346.7300109863281
1997-04-10,6540.0498046875,758.3400268554688,813.4299926757812,345.1600036621094
1997-04-11,6391.7001953125,737.6500244140625,789.969970703125,339.25
1997-04-14,6451.89990234375,743.72998046875,806.7899780273438,338.6099853515625
1997-04-15,6587.16015625,754.719970703125,798.0,340.7799987792969
1997-04-16,6679.8701171875,763.530029296875,798.6799926757812,340.239990234375
1997-04-17,6658.60009765625,761.77001953125,808.219970703125,340.42999267578125
1997-04-18,6703.35009765625,766.3400268554688,816.4299926757812,341.739990234375
1997-04-21,6660.2001953125,760.3699951171875,802.5,338.2699890136719
1997-04-22,6833.60009765625,774.6099853515625,818.0800170898438,338.0899963378906
1997-04-23,6812.7001953125,773.6400146484375,837.969970703125,338.3999938964844
1997-04-24,6792.2998046875,771.1799926757812,837.75,338.5199890136719
1997-04-25,6738.89990234375,765.3699951171875,818.5700073242188,335.8500061035156
1997-04-28,6783.0,772.9600219726562,829.3900146484375,336.1000061035156
1997-04-29,6962.0,794.0499877929688,856.260009765625,340.5799865722656
1997-04-30,7009.0,801.3400268554688,874.739990234375,343.0
1997-05-01,6976.5,798.530029296875,882.1199951171875,345.6600036621094
1997-05-02,7071.2001953125,812.969970703125,909.489990234375,353.9800109863281
1997-05-05,7213.68017578125,830.2899780273438,932.8900146484375,362.42999267578125
1997-05-06,7225.2998046875,827.760009765625,914.9000244140625,361.7300109863281
1997-05-07,7085.64990234375,815.6199951171875,909.2899780273438,360.2200012207031
1997-05-08,7136.60009765625,820.260009765625,919.3099975585938,360.1000061035156
1997-05-09,7169.5,824.780029296875,919.0800170898438,361.4200134277344
1997-05-12,7292.7998046875,837.6599731445312,924.6400146484375,363.760009765625
1997-05-13,7274.2001953125,833.1300048828125,910.5700073242188,363.55999755859375
1997-05-14,7286.2001953125,836.0399780273438,909.9199829101562,364.4800109863281
1997-05-15,7333.5,841.8800048828125,931.8300170898438,365.9100036621094
1997-05-16,7194.7001953125,829.75,915.2899780273438,365.2799987792969
1997-05-19,7228.89990234375,833.27001953125,913.5700073242188,366.57000732421875
1997-05-20,7303.5,841.6599731445312,942.1099853515625,368.20001220703125
1997-05-21,7290.7001953125,839.3499755859375,950.530029296875,370.05999755859375
1997-05-22,7258.10009765625,835.6599731445312,946.0999755859375,371.4599914550781
1997-05-23,7345.89990234375,847.030029296875,959.0800170898438,375.6700134277344
1997-05-27,7383.39990234375,849.7100219726562,984.6099853515625,376.739990234375
1997-05-28,7357.2001953125,847.2100219726562,982.5999755859375,377.7900085449219
1997-05-29,7330.2001953125,844.0800170898438,970.5399780273438,378.42999267578125
1997-05-30,7331.0,848.280029296875,958.8499755859375,380.760009765625
1997-06-02,7289.39990234375,846.3599853515625,958.6900024414062,383.5199890136719
1997-06-03,7312.10009765625,845.47998046875,929.8099975585938,383.2799987792969
1997-06-04,7269.7001953125,840.1099853515625,921.9600219726562,382.6700134277344
1997-06-05,7305.2998046875,843.4299926757812,930.6099853515625,384.989990234375
1997-06-06,7435.7998046875,858.010009765625,944.989990234375,387.1400146484375
1997-06-09,7478.5,862.9099731445312,954.760009765625,387.8999938964844
1997-06-10,7539.27001953125,865.27001953125,941.1799926757812,387.30999755859375
1997-06-11,7575.7998046875,869.5700073242188,949.0,387.6199951171875
1997-06-12,7711.5,883.4600219726562,950.0,389.5400085449219
1997-06-13,7782.0,893.27001953125,964.4000244140625,392.07000732421875
1997-06-16,7772.10009765625,893.9000244140625,975.989990234375,392.20001220703125
1997-06-17,7760.7998046875,894.4199829101562,989.3699951171875,392.54998779296875
1997-06-18,7718.7001953125,889.0599975585938,971.5499877929688,392.4599914550781
